1 20216744
2 9879721
3 6370957
4 4104706
5 3298733
6 2961265
7 2605799
8 2470178
9 2448838
10 2448078
11 2448033
12 2449839
13 2448203
14 2448262
15 2448413
16 2448043
17 2448380
18 2448187
19 2448125
20 2448153
21 2448261
22 2448245
23 2448439
24 2448203
25 2448308
26 2448200
27 2448147
28 2448122
29 2448027
30 2448281
