1 3951716
2 2007174
3 1297702
4 988553
5 747033
6 610402
7 521613
8 445916
9 469942
10 813062
11 565185
12 528606
13 507843
14 486743
15 458658
16 720687
17 760990
18 623806
19 620119
20 608916
21 412821
22 399970
23 440891
24 433448
25 416664
26 376893
27 361683
28 371649
29 354476
30 341966
